id,0.0,primary_type,additional_type(s),Neuropils,preference
720575940612766515,3,PS279,,,
720575940612766691,2,LPLC2,,,
720575940612772915,5,CB2962,,,
720575940612773374,1,JO-EVP,,,
720575940612774883,1,CB1339,,,
720575940612775130,7,AN_AVLP_GNG_17,,,
720575940612775530,2,LC17,,,
720575940612779237,8,LC18,,,
720575940612780723,12,MTe09,,,
720575940612786995,3,AN_IPS_GNG_1,,,
720575940612788008,3,AVLP560,,,
720575940612792830,3,SMP469a,SMP469,,
720575940612801022,2,cM19,PVLP046,GNG_pr01,sine
720575940612802019,1,WED034,WED035,,
720575940612804209,3,LAL085,,,
720575940612804606,3,DNg02_a,,,
720575940612804862,1,DNg01_a,,,
720575940612805118,3,DNg10,,,
720575940612808597,2,LMt3,CB3821,,
720575940612812434,8,AVLP558,,,
720575940612814498,8,PLP115_b,,,
720575940612815766,8,CB1214,,,
720575940612819763,5,,,,
720575940612836374,3,AN_GNG_175,,,
720575940612840615,8,LC17,,,
720575940612840982,2,VESa1_P02,hb-1663021115,,
720575940612843762,1,CB1012,,,
720575940612850837,8,CB2155,,,
720575940612854378,2,LC31a,LC31,,
720575940612856273,1,VP5+_l2PN,VP5+VP2_l2PN,,
720575940612856342,5,VP2+_adPN,,,
720575940612856434,2,CL361,,,
720575940612857055,3,,,,
720575940612857128,2,LC18,,,
720575940612858586,8,LPLC1,,,
720575940612861077,3,AN_IPS_GNG_7,,,
720575940612863138,2,PLP016,,,
720575940612866410,5,CB0695,,,
720575940612868757,3,CB0423,,,
720575940612869087,3,,,,
720575940612874536,2,LPLC2,,,
720575940612876146,8,LC17,,,
720575940612878242,8,PVLP036,,,
720575940612879010,1,CB1038,,,
720575940612879783,5,CB2551,,,
720575940612881114,1,PLP041,PLP043,,
720575940612882355,8,CB1812,,,
720575940612886695,7,BM_vOcci_vPoOr,,,
720575940612887080,3,AN_VES_GNG_1,,,
720575940612888178,5,CB0911,,,
720575940612889713,2,CL073,,,
720575940612895135,1,CB2081,pIP13,,
720575940612895697,2,LPC1,,,
720575940612896113,8,LT57,,,
720575940612896485,2,LC24,,,
720575940612898161,5,ALIN1,,,
720575940612898797,2,CB2057,,,
720575940612899990,3,PS023b,"PS024b, PS023, PS024",,
720575940612902001,8,PLP119,,,
720575940612906518,5,CB0480,,,
720575940612910376,8,CB0510,,,
720575940612910503,5,CB1822,,,
720575940612919410,8,LHAV2b10,,,
720575940612920386,5,LB2,,,
720575940612921325,8,CB1007,,,
720575940612921571,5,CB0526,,,
720575940612921746,1,PS080,,,
720575940612922851,3,DNg05_b,,,
720575940612925146,8,MTe40,,,
720575940612925346,6,AVLP347,,,
720575940612935317,1,WED182,,,
720575940612936446,1,WED039,,,
720575940612937834,1,CB2361,,,
720575940612938645,2,CB1127,aIPgc,,
720575940612938961,3,CB1825,,,
720575940612940269,8,PVLP008,,,
720575940612941991,2,LC21,,,
720575940612942442,8,LC9,,,
720575940612942705,2,CB0158,,,
720575940612944382,8,LPLC2,,,
720575940612946686,2,LC16,,,
720575940612950568,5,LB3,,,
720575940612950642,5,AN_GNG_107,,,
720575940612955107,7,BM_InOm,,,
720575940612956378,4,JO-B,,,
720575940612960426,12,TmY14,,,
720575940612960552,1,JO-EVM,,,
720575940612963570,7,cL09,,,
720575940612965791,2,CB2260,AVLP_pr05,AVLP_pr05,intermediate
720575940612966290,1,PLP103a,PLP103,,
720575940612967829,12,aMe17b,,,
720575940612968103,1,AVLP487,,,
720575940612968421,1,LC4,,,
720575940612969169,5,BM_Taste,,,
720575940612970151,7,BM_InOm,,,
720575940612970536,1,,,,
720575940612971157,8,LC6,,,
720575940612975007,1,WED057,IPS/WED_pr01,IPS/WED_pr01,sine
720575940612975085,1,CB3739,,,
720575940612975853,6,CB1498,AVLP/PVLP_pr01,AVLP/PVLP_pr01,pulse
720575940612976497,3,cM05,pMP7,,
720575940612976863,2,LC17,,,
720575940612981997,8,AVLP448,,,
720575940612983445,2,CB2654,pSP3,,
720575940612983458,4,CB0096,,,
720575940612984981,5,CB1121,,,
720575940612986773,2,LC11,,,
720575940612987134,5,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940612987541,1,PLP221,,,
720575940612988901,8,LC6,,,
720575940612990321,3,CB0283,,,
720575940612991381,5,vLN26,,,
720575940612991601,2,AVLP579,,,
720575940612993191,2,MTe14,hb-1131340051,,
720575940612993941,8,WED061,,,
720575940612994929,8,LPLC2,,,
720575940612998805,8,,,,
720575940613000085,3,CB1229,,,
720575940613003487,3,,,,
720575940613004402,5,,,,
720575940613005791,2,LC17,,,
720575940613007729,3,,,,
720575940613009558,4,CB0659,hb-2099569065,,
720575940613013246,8,LC12,,,
720575940613016805,2,AVLP042,,,
720575940613019373,7,BM_MaPa,,,
720575940613019541,3,DNg93,,,
720575940613025331,8,PLP093,,,
720575940613034602,2,CB1090,"AVLP_pr36, aSP10",AVLP_pr36,pulse
720575940613036914,1,JO-F,,,
720575940613039539,3,LAL117a,LAL117,,
720575940613039587,2,CL096,,,
720575940613039795,2,CB2458,,,
720575940613045666,1,CB2873,,,
720575940613050577,3,M_adPNm4d,"M_adPNm5d, M_adPNm4, M_adPNm5",,
720575940613051571,2,LC18,,,
720575940613052131,1,CB0986,,,
720575940613054887,8,LC17,,,
720575940613061118,5,LB1b,,,
720575940613065130,8,cL21,PVLP132,,
720575940613066207,1,SA_DMT_ADMN_9,,,
720575940613067943,8,LC6,,,
720575940613068083,2,LC16,,,
720575940613068851,2,LC21,,,
720575940613071313,5,CB1224,,,
720575940613071358,8,PLP182,,,
720575940613078434,1,,,,
720575940613078993,7,BM_Ant,,,
720575940613080017,1,AOTU051,,,
720575940613080306,2,LC12,,,
720575940613080751,5,,,,
720575940613081250,1,SIP086,,,
720575940613087218,8,PVLP135,,,
720575940613087914,5,LHAD2c1,,,
720575940613088426,3,DNb07,PS067,,
720575940613096089,2,APDN3,SLP249,,
720575940613097881,8,CB3214,,,
720575940613099493,6,WED092c,WED092,,
720575940613099938,8,LC12,,,
720575940613105311,7,JO-FVA,,,
720575940613105381,12,aMe8,,,
720575940613106582,5,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940613107119,3,SMP461,,,
720575940613107375,2,AVLP045,,,
720575940613108882,8,CB2655,,,
720575940613110425,2,LC29,,,
720575940613112293,5,CB3642,,,
720575940613113325,3,SIP025,,,
720575940613118826,1,CB1438,,,
720575940613119474,8,TmY14,,,
720575940613120618,1,CB2501,,,
720575940613123368,1,CB2015,,,
720575940613124817,1,PPM1204,PS139,,
720575940613126629,8,LC15,,,
720575940613126835,3,VS2,VS,,
720575940613127314,1,JO-B,,,
720575940613133718,5,CB3645,,,
720575940613135870,7,BM_InOm,,,
720575940613139679,8,PLP190,,,
720575940613139778,8,PVLP097,,,
720575940613142191,1,JO-E,,,
720575940613144616,3,LAL120b,LAL120,,
720575940613144830,4,AVLP543,,,
720575940613145258,2,LPLC2,,,
720575940613147955,6,CB3042,,,
720575940613148625,7,AN_GNG_128,,,
720575940613149849,2,CL201,,,
720575940613153320,1,JO-E,,,
720575940613153938,1,CB2431,,,
720575940613154582,5,CB0503,,,
720575940613155218,16,MeTu4a,"MeTu4, MC61, MC64",,
720575940613162919,1,PLP071,,,
720575940613163170,1,PS142a,"PS148a, PS142, PS148",,
720575940613163410,3,CB1144,,,
720575940613163473,1,LAL022,,,
720575940613165970,3,VES070,,,
720575940613167766,5,BM_Taste,,,
720575940613168090,2,PLP162,,,
720575940613168534,8,LC17,,,
720575940613168554,8,LC16,,,
720575940613170385,5,CB3242,,,
720575940613170498,1,DNp37,"vpoDN, pMN2, pMN2/vpoDN",,
720575940613171454,3,AN_SPS_IPS_2,,,
720575940613174963,8,CB1758,,,
720575940613175215,3,AN_GNG_39,,,
720575940613179871,8,AVLP028,,,
720575940613180591,2,AVLP299_a,,,
720575940613183717,4,WED092c,WED092,,
720575940613185587,1,WED026,,,
720575940613189785,3,PLP051,,,
720575940613190978,7,AN_GNG_75,,,
720575940613191391,1,CB0344,,,
720575940613191731,8,AVLP244,,,
720575940613193642,3,cLP03,,,
720575940613194143,7,BM_dPoOr,,,
720575940613194818,3,AN_GNG_165,,,
720575940613198131,3,CB2056,,,
720575940613199279,8,AVLP454_a,,,
720575940613200530,7,BM_InOm,,,
720575940613213615,5,CB1323,,,
720575940613215283,4,CB2863,,,
720575940613219474,2,LPLC2,,,
720575940613221585,2,AVLP369,,,
720575940613221928,1,JO-EVP,,,
720575940613222195,5,CB2054,,,
720575940613226163,2,CB3137,,,
720575940613226961,8,AVLP108,,,
720575940613229718,1,CB1918,,,
720575940613230614,1,CB1292,,,
720575940613235615,3,AN_GNG_165,,,
720575940613235865,8,AVLP530,AVLP561,,
720575940613237654,3,SA_DMT_DMetaN_9,,,
720575940613241490,7,BM_InOm,,,
720575940613243089,2,CB0924,,,
720575940613243807,3,CB1937,,,
720575940613250991,8,SMP510b,SMP510,,
720575940613251990,8,PLP115_b,,,
720575940613254290,2,CB2635,,,
720575940613255391,1,CB1980,,,
720575940613255731,7,BM_InOm,,,
720575940613256863,1,LC4,,,
720575940613257267,1,WED096c,WED096,,
720575940613258221,5,CB0683,hb-1762351201,,
720575940613258994,1,SMP164,,,
720575940613260959,1,LC4,,,
720575940613261795,2,LC16,,,
720575940613261810,3,AN_multi_90,,,
720575940613262495,3,,,,
720575940613264799,3,AN_GNG_172,,,
720575940613266026,7,AN_GNG_169,,,
720575940613266611,2,AVLP486,,,
720575940613268531,8,LC21,,,
720575940613271219,1,M_l2PN10t19a,M_l2PN10t19,,
720575940613274803,8,CB2383,,,
720575940613281064,1,PS156,,,
720575940613283734,2,LC17,,,
720575940613284527,2,AVLP469a,AVLP469,,
720575940613286818,3,CB3037,,,
720575940613290663,8,LC17,,,
720575940613296274,1,CB0986,,,
720575940613296613,8,AVLP369,,,
720575940613298911,8,CB2155,,,
720575940613303471,1,LAL142,,,
720575940613304803,2,LPLC1,,,
720575940613304883,1,JO-A,,,
720575940613307033,7,DNde006,,,
720575940613309359,1,JO-E,,,
720575940613311151,1,CB0090,"B2, aPN_lateral",B2,intermediate
720575940613311914,3,CB2103,,,
720575940613315301,8,LC26,,,
720575940613322407,8,LC21,,,
720575940613323417,2,CL267,,,
720575940613325875,6,CB2684,,,
720575940613327085,8,SAD074,,,
720575940613331693,7,JO-F,,,
720575940613331990,2,LC17,,,
720575940613335154,8,LCe02,LC26,,
720575940613335975,1,CB3453,,,
720575940613337041,2,LC12,,,
720575940613338349,2,CB1273,,,
720575940613338690,8,LHAD1a2,pSP3,,
720575940613339688,2,AVLP590,,,
720575940613339875,3,DNge129,,,
720575940613347299,3,DNge042,,,
720575940613355670,8,CB1962,,,
720575940613357743,8,PLP182,,,
720575940613358450,3,DNbe005,PS069,,
720575940613361010,5,CB0643,"hb-330998071, hb-362024428",,
720575940613369586,8,PVLP007,,,
720575940613370482,2,LC9,,,
720575940613380914,1,CB3719,B1-4,B1,pulse
720575940613386994,8,LC17,,,
720575940613392101,12,MTe07,"hb-1036546847, hb-1190339995, hb-5812983942, hb-5813016743, hb-974498428",,
720575940613400306,8,AVLP011,"AVLP012, aSP6",,
720575940613403378,3,AN_multi_7,,,
720575940613403890,5,DNp48,"SMP462, pMP9",,
720575940613408552,3,DNa13_b,LAL041,,
720575940613408563,1,,,,
720575940613410666,7,BM_InOm,,,
720575940613411954,8,LCe02,LC24,,
720575940613412002,8,CB3792,,,
720575940613412514,8,LC17,,,
720575940613413374,5,BM_Taste,,,
720575940613413529,2,CB2405,,,
720575940613413791,12,s-LNv,s-LNv_b,,
720575940613414297,1,LHPV5l1,,,
720575940613416871,3,CB1787,,,
720575940613418547,2,WED060,,,
720575940613419506,3,CB1415,,,
720575940613422860,1,CB2789,B1,B1,pulse
720575940613423870,1,CB0488,,,
720575940613425459,1,JO-mz,,,
720575940613425522,8,LC25,,,
720575940613425570,1,PLP071,,,
720575940613426343,5,CB2071,,,
720575940613427198,8,LPLC1,,,
720575940613427442,8,CB2100,,,
720575940613428008,7,BM_InOm,,,
720575940613428945,1,JO-E,,,
720575940613429014,8,PVLP109,,,
720575940613429394,14,MeTu4c,"MeTu4, MC61, MC64",,
720575940613429811,8,AVLP578,,,
720575940613430698,1,CB2225,,,
720575940613432360,7,CB3129,,,
720575940613433519,5,CB2233,,,
720575940613434287,3,VES039,,,
720575940613435890,2,PVLP101c,PVLP101,,
720575940613436327,1,CL323b,CL323,,
720575940613439903,3,AN_GNG_171,,,
720575940613442666,7,BM_InOm,,,
720575940613443178,7,BM_InOm,,,
720575940613455986,2,LT62,,,
720575940613458403,3,SMP544,,,
720575940613458669,3,CL121,CL122,,
720575940613461043,3,CB0045,,,
720575940613468625,8,CB3014,,,
720575940613469545,1,JO-B,,,
720575940613470189,2,SLP269,,,
720575940613470947,2,LPLC2,,,
720575940613472977,2,CB3657,,,
720575940613473959,3,LAL108,LAL125,,
720575940613475368,7,BM_InOm,,,
720575940613475498,8,CL094,,,
720575940613475557,4,CB3708,,,
720575940613480159,5,CB2128,,,
720575940613481330,2,LC9,,,
720575940613488815,8,LC15,,,
720575940613493733,12,MeMe_e11,,,
720575940613494447,8,LHPV4a5,LHPV4k1,,
720575940613497395,1,AN_GNG_SAD_3,,,
720575940613501337,3,CB0504,,,
720575940613502786,8,LAL028,"LAL029, aSP16",,
720575940613504808,7,BM_InOm,,,
720575940613510002,7,AN_multi_68,,,
720575940613511987,8,CB3660,,,
720575940613513642,8,,,,
720575940613517991,3,PS263,,,
720575940613518092,8,SMP555,"SMP556, aIPga",,
720575940613521389,1,JO-E,,,
720575940613522413,3,AN_GNG_80,,,
720575940613524903,1,LAL075,,,
720575940613524973,5,AN_multi_70,,,
720575940613527021,3,AN_GNG_IPS_9,,,
720575940613527618,1,CB3200,,,
720575940613527761,7,CB0065,,,
720575940613527789,5,CB1659,,,
720575940613528616,1,CB3416,,,
720575940613528722,1,CB1918,,,
720575940613529041,3,PS048b,PS048,,
720575940613529395,3,CB1708,,,
720575940613530093,7,AN_GNG_165,,,
720575940613530636,8,CB1875,AVLP_pr22,AVLP_pr22,sine
720575940613530786,2,,,,
720575940613531295,2,AVLP457,AVLP/PVLP_pr01,AVLP/PVLP_pr01,pulse
720575940613533234,3,SA_DMT_DMetaN_12,,,
720575940613535554,3,DNg17,,,
720575940613537682,8,LC17,,,
720575940613537686,1,CB2044,,,
720575940613540527,8,LC16,,,
720575940613545066,1,CB1662,,,
720575940613551144,7,BM_InOm,,,
720575940613552947,6,AVLP533,,,
720575940613553202,7,AN_GNG_69,,,
720575940613554242,2,LHAD1a4c,LHAD1a4,,
720575940613557288,2,LHAV1a3,,,
720575940613558225,1,PLP242,PS230,,
720575940613558509,3,DNpe055,PS167,,
720575940613559458,2,CL290,,,
720575940613562178,3,CB2056,,,
720575940613562274,2,LC17,,,
720575940613563117,5,CB0906,,,
720575940613579682,2,AVLP232,,,
720575940613580594,3,AN_GNG_165,,,
720575940613583001,1,APL,,,
720575940613584652,5,,,,
720575940613584799,2,CB0158,,,
720575940613586700,1,AN_GNG_IPS_18,,,
720575940613588246,8,cL16,PLP030,,
720575940613589167,3,DNge058,,,
720575940613590579,1,DNge097,,,
720575940613594535,2,Li02,,,
720575940613598514,7,AN_GNG_197,,,
720575940613598887,8,CB1340,,,
720575940613600409,3,CB2033,,,
720575940613601509,8,AVLP089,,,
720575940613601698,5,LB3,,,
720575940613603737,1,AN_multi_103,,,
720575940613604162,5,CB2702,,,
720575940613608089,4,AN_AVLP_53,,,
720575940613609484,1,LC4,,,
720575940613611048,7,BM_InOm,,,
720575940613613619,1,M_lPNm11A,,,
720575940613622014,1,JO-B,,,
720575940613622501,5,AN_GNG_SAD_29,,,
720575940613623961,2,LHAV3e2,,,
720575940613624037,2,AVLP219c,AVLP219,,
720575940613625410,2,AVLP232,,,
720575940613626009,3,MTe10,,,
720575940613626079,8,,,,
720575940613626521,1,CB0397,,,
720575940613627954,2,CB1934,,,
720575940613631973,8,LT61a,LT61,,
720575940613632153,3,DNpe009,PS226,,
720575940613632997,7,AN_multi_60,,,
720575940613635737,3,OA-VUMa7,,,
720575940613636325,1,DNpe005,WED123,,
720575940613638041,1,LC4,,,
720575940613640429,5,AN_multi_72,,,
720575940613640685,5,CB0823,,,
720575940613641794,1,CB1125,aSP18,,
720575940613641915,1,JO-EDP,,,
720575940613644185,1,LPT51,,,
720575940613650149,4,CB2256,,,
720575940613652114,2,PVLP108,,,
720575940613656231,1,PS089,,,
720575940613656557,3,AN_multi_57,,,
720575940613657650,7,BM_Vt_PoOc,,,
720575940613662274,8,CB1789,,,
720575940613667698,3,PS118,,,
720575940613668266,2,AVLP432,,,
720575940613668778,8,LT57,,,
720575940613668845,3,SA_DMT_DMetaN_4,,,
720575940613669357,7,BM_Ant,,,
720575940613670893,5,CB0413,,,
720575940613672931,2,LPLC1,,,
720575940613676328,2,AVLP230,,,
720575940613677999,8,LPLC1,,,
720575940613679786,6,AVLP423,,,
720575940613681314,3,PS175,,,
720575940613682858,8,CL089_a,,,
720575940613682911,1,JO-A,,,
720575940613684370,7,labial_nerve_sensory_descending,,,
720575940613686954,3,DNge081,,,
720575940613687789,5,CB0449,,,
720575940613690530,8,SLP189,,,
720575940613690730,3,GLNO,,,
720575940613691559,2,CL078b,CL078,,
720575940613692578,8,PVLP103,,,
720575940613693382,1,CB2044,,,
720575940613693469,3,AN_VES_GNG_1,,,
720575940613693842,2,LC11,,,
720575940613696552,1,JO-B,,,
720575940613698747,5,BM_Taste,,,
720575940613706546,2,AN_AVLP_GNG_5,,,
720575940613707431,4,AVLP143a,AVLP143,,
720575940613708083,1,CB2447,pIP13,,
720575940613708812,1,CB1816,,,
720575940613710061,8,LC16,,,
720575940613715198,4,CB2829,AVLP549,,
720575940613716274,8,CB0993,,,
720575940613717138,1,DNb04,,,
720575940613722262,2,LC18,,,
720575940613725371,3,SA_DMT_DMetaN_12,,,
720575940613726150,9,,,,
720575940613726179,2,LC11,,,
720575940613726406,3,,,,
720575940613727382,1,LAL086,,,
720575940613729022,2,CB3514,hb-1481548230,,
720575940613732049,1,CB1826,,,
720575940613739410,1,SAD047,,,
720575940613743102,8,CB2635,,,
720575940613743569,5,CB0494,,,
720575940613744936,8,CB3427,,,
720575940613747734,5,CB0576,,,
720575940613748689,3,DNp16,,,
720575940613749702,3,AN_GNG_VES_3,,,
720575940613752062,2,CB0346,,,
720575940613752547,8,LC17,,,
720575940613761858,7,CB0610,,,
720575940613763759,2,LPLC2,,,
720575940613764817,3,CB1638,,,
720575940613770182,1,SA_DMT_ADMN_3,,,
720575940613771666,4,AN_AVLP_18,,,
720575940613772317,3,AN_GNG_VES_10,,,
720575940613772829,3,AN_GNG_VES_10,,,
720575940613776559,2,CL092,,,
720575940613776962,1,JO-B,,,
720575940613781215,1,cLP02,,,
720575940613781983,7,BM_InOm,,,
720575940613782239,7,BM_InOm,,,
720575940613783038,1,JO-B,,,
720575940613783277,2,LT79,,,
720575940613784062,8,CB2543,,,
720575940613786774,5,LB3,,,
720575940613787359,1,CB1528,,,
720575940613787390,8,AVLP298,,,
720575940613788859,1,CB2023,,,
720575940613793022,4,CB2365,,,
720575940613795880,8,LHAV4i2,PLP003,,
720575940613796806,6,SA_DLV,,,
720575940613798142,3,VES014,,,
720575940613799218,2,LC12,,,
720575940613800214,2,LC18,,,
720575940613803293,1,JO-E,,,
720575940613804259,13,lLN2T_c,,,
720575940613804906,8,LPLC2,,,
720575940613808047,8,PLP254,,,
720575940613808326,7,,,,
720575940613808638,2,PLP015,,,
720575940613809071,8,SMP026,,,
720575940613812546,1,CB1585,pIP13,,
720575940613814971,3,DNge071,,,
720575940613816062,1,DNg106,,,
720575940613816626,5,SMP258,"SMP259, SMP260, SMP263, SMP264, SMP265",,
720575940613816726,1,AOTU050a,AOTU050,,
720575940613817110,2,CB1932,,,
720575940613821290,8,LPLC2,,,
720575940613824370,2,CB3652,,,
720575940613824874,7,BM_InOm,,,
720575940613825650,4,AVLP547,,,
720575940613825814,5,CB0461,,,
720575940613828202,5,CB2299,,,
720575940613828466,2,AVLP558,,,
720575940613828770,1,CB2313,,,
720575940613829388,2,LC31b,LC31,,
720575940613830722,8,LC12,,,
720575940613834438,7,,,,
720575940613837566,2,LC15,,,
720575940613838289,7,DNge132,,,
720575940613840807,4,CB1408,,,
720575940613843506,1,CB1268,,,
720575940613843522,8,PVLP007,,,
720575940613845516,5,SMP298,,,
720575940613849962,1,CB1023,,,
720575940613851699,5,TPMN,,,
720575940613858046,5,CB2421,,,
720575940613861010,1,CB0961,,,
720575940613865110,8,CL142,,,
720575940613867938,2,AVLP370a,AVLP370,,
720575940613868511,1,CB2913,,,
720575940613869777,1,VP5+VP3_l2PN,,,
720575940613870242,3,VES045,,,
720575940613871527,8,AVLP577,,,
720575940613877423,5,SLP443,,,
720575940613879227,3,AN_GNG_175,,,
720575940613882822,3,AN_GNG_165,,,
720575940613884926,3,CB1977,,,
720575940613885842,2,AVLP444,,,
720575940613890674,12,cM08c,,,
720575940613891442,3,OA-VUMa1,,,
720575940613891487,1,CB0958,,,
720575940613891515,6,AVLP548_b,,,
720575940613894910,2,CB0732,PVLP098,,
720575940613894978,8,LC39,,,
720575940613895839,1,CB3140,,,
720575940613900178,2,AVLP266,,,
720575940613901170,2,AVLP586,,,
720575940613902386,2,CB0732,PVLP098,,
720575940613903778,5,SMP169,,,
720575940613915089,5,TPMN,,,
720575940613915823,1,DNpe005,WED123,,
720575940613917042,6,CB2006,,AVLP_pr22,sine
720575940613917359,1,DNge107,,,
720575940613919126,8,AVLP069,,,
720575940613921906,1,LPT31,WED068,,
720575940613924271,1,JO-B,,,
720575940613929391,5,DNg38,,,
720575940613934965,1,JO-B,,,
720575940613935535,5,CB0715,,,
720575940613936754,8,CB1109,,,
720575940613938973,3,AN_GNG_IPS_15,,,
720575940613940074,2,CB0143,,,
720575940613941475,12,aMe26,,,
720575940613941618,6,AVLP476,,,
720575940613943215,5,CB2403,,,
720575940613943413,1,CB2449,"WED-VLP-2, aIP5",WED-VLP,intermediate
720575940613950530,1,CB3150,,,
720575940613954194,1,CB2162,,,
720575940613958194,3,AN_GNG_109,,,
720575940613959391,5,TPMN,,,
720575940613962390,2,PVLP037,,,
720575940613966498,1,CB0452,,,
720575940613966573,1,CB3382,,,
720575940613966914,7,BM_InOm,,,
720575940613967778,3,LAL021,,,
720575940613969055,8,LC12,,,
720575940613971485,1,JO-CL,,,
720575940613973058,3,LHPV2c2a,LHPV2c2,,
720575940613977315,2,MTe54,MC62,,
720575940613977494,6,AVLP399,,,
720575940613977706,3,,,,
720575940613980335,8,LC11,,,
720575940613981330,3,AN_multi_63,,,
720575940613981905,1,LAL052,,,
720575940613984662,3,CB1896,,,
720575940613987946,2,AVLP293,,,
720575940613990706,8,LCe04,,,
720575940613991731,2,AVLP187,,,
720575940613992565,7,JO-FDA,,,
720575940613994134,2,,,,
720575940613996959,5,LB3,,,
720575940613997499,2,CB1086,,,
720575940613998790,4,AVLP194,,,
720575940614004143,3,AN_GNG_85,,,
720575940614005958,1,CB1455,aSP18,,
720575940614009542,2,CB1507,PVLP_pr03,,
720575940614009553,8,AVLP562,,,
720575940614014614,1,JO-A,,,
720575940614014895,5,DNge077,,,
720575940614018060,1,CB0033,IPS_pr02,IPS_pr02,intermediate
720575940614019379,2,CL109,,,
720575940614026269,7,JO-FVA,,,
720575940614026390,1,CB1948,,,
720575940614032690,8,PVLP099,,,
